Tag,Name,Keyword,VR,VM,Remarks,Tag_cleaned
"(0040,1007)",Filler Order Number / Procedure,Filler​Order​Number​Procedure,SH,1,RET (1998),00401007
"(0040,1008)",Confidentiality Code,Confidentiality​Code,LO,1,,00401008
"(0040,1009)",Reporting Priority,Reporting​Priority,SH,1,,00401009
"(0040,100A)",Reason for Requested Procedure Code Sequence,Reason​For​Requested​Procedure​Code​Sequence,SQ,1,,0040100A
"(0040,1010)",Names of Intended Recipients of Results,Names​Of​Intended​Recipients​Of​Results,PN,1-n,,00401010
"(0040,1011)",Intended Recipients of Results Identification Sequence,Intended​Recipients​Of​Results​Identification​Sequence,SQ,1,,00401011
"(0040,1012)",Reason For Performed Procedure Code Sequence,Reason​For​Performed​Procedure​Code​Sequence,SQ,1,,00401012
"(0040,1060)",Requested Procedure Description (Trial),Requested​Procedure​Description​Trial,LO,1,RET (2009),00401060
"(0040,1101)",Person Identification Code Sequence,Person​Identification​Code​Sequence,SQ,1,,00401101
"(0040,1102)",Person's Address,Person​Address,ST,1,,00401102
"(0040,1103)",Person's Telephone Numbers,Person​Telephone​Numbers,LO,1-n,,00401103
"(0040,1104)",Person's Telecom Information,Person​Telecom​Information,LT,1,,00401104
"(0040,1400)",Requested Procedure Comments,Requested​Procedure​Comments,LT,1,,00401400
"(0040,2001)",Reason for the Imaging Service Request,Reason​For​The​Imaging​Service​Request,LO,1,RET (2003),00402001
"(0040,2004)",Issue Date of Imaging Service Request,Issue​Date​Of​Imaging​Service​Request,DA,1,,00402004
"(0040,2005)",Issue Time of Imaging Service Request,Issue​Time​Of​Imaging​Service​Request,TM,1,,00402005
"(0040,2006)",Placer Order Number / Imaging Service Request (Retired),Placer​Order​Number​Imaging​Service​Request​Retired,SH,1,RET (1998),00402006
"(0040,2007)",Filler Order Number / Imaging Service Request (Retired),Filler​Order​Number​Imaging​Service​Request​Retired,SH,1,RET (1998),00402007
"(0040,2008)",Order Entered By,Order​Entered​By,PN,1,,00402008
"(0040,2009)",Order Enterer's Location,Order​Enterer​Location,SH,1,,00402009
"(0040,2010)",Order Callback Phone Number,Order​Callback​Phone​Number,SH,1,,00402010
"(0040,2011)",Order Callback Telecom Information,Order​Callback​Telecom​Information,LT,1,,00402011
"(0040,2016)",Placer Order Number / Imaging Service Request,Placer​Order​Number​Imaging​Service​Request,LO,1,,00402016
"(0040,2017)",Filler Order Number / Imaging Service Request,Filler​Order​Number​Imaging​Service​Request,LO,1,,00402017
"(0040,2400)",Imaging Service Request Comments,Imaging​Service​Request​Comments,LT,1,,00402400
"(0040,3001)",Confidentiality Constraint on Patient Data Description,Confidentiality​Constraint​On​Patient​Data​Description,LO,1,,00403001
"(0040,4001)",General Purpose Scheduled Procedure Step Status,General​Purpose​Scheduled​Procedure​Step​Status,CS,1,RET (2011),00404001
"(0040,4002)",General Purpose Performed Procedure Step Status,General​Purpose​Performed​Procedure​Step​Status,CS,1,RET (2011),00404002
"(0040,4003)",General Purpose Scheduled Procedure Step Priority,General​Purpose​Scheduled​Procedure​Step​Priority,CS,1,RET (2011),00404003
"(0040,4004)",Scheduled Processing Applications Code Sequence,Scheduled​Processing​Applications​Code​Sequence,SQ,1,RET (2011),00404004
"(0040,4005)",Scheduled Procedure Step Start DateTime,Scheduled​Procedure​Step​Start​Date​Time,DT,1,,00404005
"(0040,4006)",Multiple Copies Flag,Multiple​Copies​Flag,CS,1,RET (2011),00404006
"(0040,4007)",Performed Processing Applications Code Sequence,Performed​Processing​Applications​Code​Sequence,SQ,1,RET (2017e),00404007
"(0040,4008)",Scheduled Procedure Step Expiration DateTime,Scheduled​Procedure​Step​Expiration​Date​Time,DT,1,,00404008
"(0040,4009)",Human Performer Code Sequence,Human​Performer​Code​Sequence,SQ,1,,00404009
"(0040,4010)",Scheduled Procedure Step Modification DateTime,Scheduled​Procedure​Step​Modification​Date​Time,DT,1,,00404010
"(0040,4011)",Expected Completion DateTime,Expected​Completion​Date​Time,DT,1,,00404011
"(0040,4015)",Resulting General Purpose Performed Procedure Steps Sequence,Resulting​General​Purpose​Performed​Procedure​Steps​Sequence,SQ,1,RET (2011),00404015
"(0040,4016)",Referenced General Purpose Scheduled Procedure Step Sequence,Referenced​General​Purpose​Scheduled​Procedure​Step​Sequence,SQ,1,RET (2011),00404016
"(0040,4018)",Scheduled Workitem Code Sequence,Scheduled​Workitem​Code​Sequence,SQ,1,,00404018
"(0040,4019)",Performed Workitem Code Sequence,Performed​Workitem​Code​Sequence,SQ,1,,00404019
"(0040,4020)",Input Availability Flag,Input​Availability​Flag,CS,1,RET (2017b),00404020
"(0040,4021)",Input Information Sequence,Input​Information​Sequence,SQ,1,,00404021
"(0040,4022)",Relevant Information Sequence,Relevant​Information​Sequence,SQ,1,RET (2011),00404022
"(0040,4023)",Referenced General Purpose Scheduled Procedure Step Transaction UID,Referenced​General​Purpose​Scheduled​Procedure​Step​Transaction​UID,UI,1,RET (2011),00404023
"(0040,4025)",Scheduled Station Name Code Sequence,Scheduled​Station​Name​Code​Sequence,SQ,1,,00404025
"(0040,4026)",Scheduled Station Class Code Sequence,Scheduled​Station​Class​Code​Sequence,SQ,1,,00404026
"(0040,4027)",Scheduled Station Geographic Location Code Sequence,Scheduled​Station​Geographic​Location​Code​Sequence,SQ,1,,00404027
"(0040,4028)",Performed Station Name Code Sequence,Performed​Station​Name​Code​Sequence,SQ,1,,00404028
"(0040,4029)",Performed Station Class Code Sequence,Performed​Station​Class​Code​Sequence,SQ,1,,00404029
"(0040,4030)",Performed Station Geographic Location Code Sequence,Performed​Station​Geographic​Location​Code​Sequence,SQ,1,,00404030
"(0040,4031)",Requested Subsequent Workitem Code Sequence,Requested​Subsequent​Workitem​Code​Sequence,SQ,1,RET (2011),00404031
"(0040,4032)",Non-DICOM Output Code Sequence,Non​DICOM​Output​Code​Sequence,SQ,1,RET (2011),00404032
"(0040,4033)",Output Information Sequence,Output​Information​Sequence,SQ,1,,00404033
"(0040,4034)",Scheduled Human Performers Sequence,Scheduled​Human​Performers​Sequence,SQ,1,,00404034
"(0040,4035)",Actual Human Performers Sequence,Actual​Human​Performers​Sequence,SQ,1,,00404035
"(0040,4036)",Human Performer's Organization,Human​Performer​Organization,LO,1,,00404036
"(0040,4037)",Human Performer's Name,Human​Performer​Name,PN,1,,00404037
"(0040,4040)",Raw Data Handling,Raw​Data​Handling,CS,1,,00404040
"(0040,4041)",Input Readiness State,Input​Readiness​State,CS,1,,00404041
"(0040,4050)",Performed Procedure Step Start DateTime,Performed​Procedure​Step​Start​Date​Time,DT,1,,00404050
"(0040,4051)",Performed Procedure Step End DateTime,Performed​Procedure​Step​End​Date​Time,DT,1,,00404051
"(0040,4052)",Procedure Step Cancellation DateTime,Procedure​Step​Cancellation​Date​Time,DT,1,,00404052
"(0040,4070)",Output Destination Sequence,Output​Destination​Sequence,SQ,1,,00404070
"(0040,4071)",DICOM Storage Sequence,DICOM​Storage​Sequence,SQ,1,,00404071
"(0040,4072)",STOW-RS Storage Sequence,STOWRS​Storage​Sequence,SQ,1,,00404072
"(0040,4073)",Storage URL,Storage​URL,UR,1,,00404073
"(0040,4074)",XDS Storage Sequence,XDS​Storage​Sequence,SQ,1,,00404074
"(0040,8302)",Entrance Dose in mGy,Entrance​Dose​In​mGy,DS,1,,00408302
"(0040,8303)",Entrance Dose Derivation,Entrance​Dose​Derivation,CS,1,,00408303
"(0040,9092)",Parametric Map Frame Type Sequence,Parametric​​Map​​Frame​Type​Sequence,SQ,1,,00409092
"(0040,9094)",Referenced Image Real World Value Mapping Sequence,Referenced​Image​Real​World​Value​Mapping​Sequence,SQ,1,,00409094
"(0040,9096)",Real World Value Mapping Sequence,Real​World​Value​Mapping​Sequence,SQ,1,,00409096
"(0040,9098)",Pixel Value Mapping Code Sequence,Pixel​Value​Mapping​Code​Sequence,SQ,1,,00409098
"(0040,9210)",LUT Label,LUT​Label,SH,1,,00409210
"(0040,9211)",Real World Value Last Value Mapped,Real​World​Value​Last​Value​Mapped,US or SS,1,,00409211
"(0040,9212)",Real World Value LUT Data,Real​World​Value​LUT​Data,FD,1-n,,00409212
"(0040,9213)",Double Float Real World Value Last Value Mapped,Double​Float​Real​World​Value​Last​Value​Mapped,FD,1,,00409213
"(0040,9214)",Double Float Real World Value First Value Mapped,Double​Float​Real​World​Value​First​Value​Mapped,FD,1,,00409214
"(0040,9216)",Real World Value First Value Mapped,Real​World​Value​First​Value​Mapped,US or SS,1,,00409216
"(0040,9220)",Quantity Definition Sequence,Quantity​​Definition​​Sequence,SQ,1,,00409220
"(0040,9224)",Real World Value Intercept,Real​World​Value​Intercept,FD,1,,00409224
"(0040,9225)",Real World Value Slope,Real​World​Value​Slope,FD,1,,00409225
"(0040,A007)",Findings Flag (Trial),Findings​Flag​Trial,CS,1,RET (2009),0040A007
"(0040,A010)",Relationship Type,Relationship​Type,CS,1,,0040A010
"(0040,A020)",Findings Sequence (Trial),Findings​Sequence​Trial,SQ,1,RET (2009),0040A020
"(0040,A021)",Findings Group UID (Trial),Findings​Group​UID​Trial,UI,1,RET (2009),0040A021
"(0040,A022)",Referenced Findings Group UID (Trial),Referenced​Findings​Group​UID​Trial,UI,1,RET (2009),0040A022
"(0040,A023)",Findings Group Recording Date (Trial),Findings​Group​Recording​Date​Trial,DA,1,RET (2009),0040A023
"(0040,A024)",Findings Group Recording Time (Trial),Findings​Group​Recording​Time​Trial,TM,1,RET (2009),0040A024
"(0040,A026)",Findings Source Category Code Sequence (Trial),Findings​Source​Category​Code​Sequence​Trial,SQ,1,RET (2009),0040A026
"(0040,A027)",Verifying Organization,Verifying​Organization,LO,1,,0040A027
"(0040,A028)",Documenting Organization Identifier Code Sequence (Trial),Documenting​Organization​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A028
"(0040,A030)",Verification DateTime,Verification​Date​Time,DT,1,,0040A030
"(0040,A032)",Observation DateTime,Observation​Date​Time,DT,1,,0040A032
"(0040,A033)",Observation Start DateTime,Observation​Start​Date​Time,DT,1,,0040A033
"(0040,A040)",Value Type,Value​Type,CS,1,,0040A040
"(0040,A043)",Concept Name Code Sequence,Concept​Name​Code​Sequence,SQ,1,,0040A043
"(0040,A047)",Measurement Precision Description (Trial),Measurement​Precision​Description​Trial,LO,1,RET (2009),0040A047
"(0040,A050)",Continuity Of Content,Continuity​Of​Content,CS,1,,0040A050
"(0040,A057)",Urgency or Priority Alerts (Trial),Urgency​Or​Priority​Alerts​Trial,CS,1-n,RET (2009),0040A057
"(0040,A060)",Sequencing Indicator (Trial),Sequencing​Indicator​Trial,LO,1,RET (2009),0040A060
"(0040,A066)",Document Identifier Code Sequence (Trial),Document​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A066
"(0040,A067)",Document Author (Trial),Document​Author​Trial,PN,1,RET (2009),0040A067
"(0040,A068)",Document Author Identifier Code Sequence (Trial),Document​Author​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A068
"(0040,A070)",Identifier Code Sequence (Trial),Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A070
"(0040,A073)",Verifying Observer Sequence,Verifying​Observer​Sequence,SQ,1,,0040A073
"(0040,A074)",Object Binary Identifier (Trial),Object​Binary​Identifier​Trial,OB,1,RET (2009),0040A074
"(0040,A075)",Verifying Observer Name,Verifying​Observer​Name,PN,1,,0040A075
"(0040,A076)",Documenting Observer Identifier Code Sequence (Trial),Documenting​Observer​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A076
"(0040,A078)",Author Observer Sequence,Author​Observer​Sequence,SQ,1,,0040A078
"(0040,A07A)",Participant Sequence,Participant​Sequence,SQ,1,,0040A07A
"(0040,A07C)",Custodial Organization Sequence,Custodial​Organization​Sequence,SQ,1,,0040A07C
"(0040,A080)",Participation Type,Participation​Type,CS,1,,0040A080
"(0040,A082)",Participation DateTime,Participation​Date​Time,DT,1,,0040A082
"(0040,A084)",Observer Type,Observer​Type,CS,1,,0040A084
"(0040,A085)",Procedure Identifier Code Sequence (Trial),Procedure​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A085
"(0040,A088)",Verifying Observer Identification Code Sequence,Verifying​Observer​Identification​Code​Sequence,SQ,1,,0040A088
"(0040,A089)",Object Directory Binary Identifier (Trial),Object​Directory​Binary​Identifier​Trial,OB,1,RET (2009),0040A089
"(0040,A090)",Equivalent CDA Document Sequence,Equivalent​CDA​Document​Sequence,SQ,1,RET (2006),0040A090
"(0040,A0B0)",Referenced Waveform Channels,Referenced​Waveform​Channels,US,2-2n,,0040A0B0
"(0040,A110)",Date of Document or Verbal Transaction (Trial),Date​Of​Document​Or​Verbal​Transaction​Trial,DA,1,RET (2009),0040A110
"(0040,A112)",Time of Document Creation or Verbal Transaction (Trial),Time​Of​Document​Creation​Or​Verbal​Transaction​Trial,TM,1,RET (2009),0040A112
"(0040,A120)",DateTime,Date​Time,DT,1,,0040A120
"(0040,A121)",Date,Date,DA,1,,0040A121
"(0040,A122)",Time,Time,TM,1,,0040A122
"(0040,A123)",Person Name,Person​Name,PN,1,,0040A123
"(0040,A124)",UID,UID,UI,1,,0040A124
"(0040,A125)",Report Status ID (Trial),Report​Status​ID​Trial,CS,2,RET (2009),0040A125
"(0040,A130)",Temporal Range Type,Temporal​Range​Type,CS,1,,0040A130
"(0040,A132)",Referenced Sample Positions,Referenced​Sample​Positions,UL,1-n,,0040A132
"(0040,A136)",Referenced Frame Numbers,Referenced​Frame​Numbers,US,1-n,RET (2019),0040A136
"(0040,A138)",Referenced Time Offsets,Referenced​Time​Offsets,DS,1-n,,0040A138
"(0040,A13A)",Referenced DateTime,Referenced​Date​Time,DT,1-n,,0040A13A
"(0040,A160)",Text Value,Text​Value,UT,1,,0040A160
"(0040,A161)",Floating Point Value,Floating​Point​Value,FD,1-n,,0040A161
"(0040,A162)",Rational Numerator Value,Rational​Numerator​Value,SL,1-n,,0040A162
"(0040,A163)",Rational Denominator Value,Rational​Denominator​Value,UL,1-n,,0040A163
"(0040,A167)",Observation Category Code Sequence (Trial),Observation​Category​Code​Sequence​Trial,SQ,1,RET (2009),0040A167
"(0040,A168)",Concept Code Sequence,Concept​Code​Sequence,SQ,1,,0040A168
"(0040,A16A)",Bibliographic Citation (Trial),Bibliographic​Citation​Trial,ST,1,RET (2009),0040A16A
"(0040,A170)",Purpose of Reference Code Sequence,Purpose​Of​Reference​Code​Sequence,SQ,1,See Note,0040A170
"(0040,A171)",Observation UID,Observation​UID,UI,1,,0040A171
"(0040,A172)",Referenced Observation UID (Trial),Referenced​Observation​UID​Trial,UI,1,RET (2009),0040A172
"(0040,A173)",Referenced Observation Class (Trial),Referenced​Observation​Class​Trial,CS,1,RET (2009),0040A173
"(0040,A174)",Referenced Object Observation Class (Trial),Referenced​Object​Observation​Class​Trial,CS,1,RET (2009),0040A174
"(0040,A180)",Annotation Group Number,Annotation​Group​Number,US,1,,0040A180
"(0040,A192)",Observation Date (Trial),Observation​Date​Trial,DA,1,RET (2009),0040A192
"(0040,A193)",Observation Time (Trial),Observation​Time​Trial,TM,1,RET (2009),0040A193
"(0040,A194)",Measurement Automation (Trial),Measurement​Automation​Trial,CS,1,RET (2009),0040A194
"(0040,A195)",Modifier Code Sequence,Modifier​Code​Sequence,SQ,1,,0040A195
"(0040,A224)",Identification Description (Trial),Identification​Description​Trial,ST,1,RET (2009),0040A224
"(0040,A290)",Coordinates Set Geometric Type (Trial),Coordinates​Set​Geometric​Type​Trial,CS,1,RET (2009),0040A290
"(0040,A296)",Algorithm Code Sequence (Trial),Algorithm​Code​Sequence​Trial,SQ,1,RET (2009),0040A296
"(0040,A297)",Algorithm Description (Trial),Algorithm​Description​Trial,ST,1,RET (2009),0040A297
"(0040,A29A)",Pixel Coordinates Set (Trial),Pixel​Coordinates​Set​Trial,SL,2-2n,RET (2009),0040A29A
"(0040,A300)",Measured Value Sequence,Measured​Value​Sequence,SQ,1,,0040A300
"(0040,A301)",Numeric Value Qualifier Code Sequence,Numeric​Value​Qualifier​Code​Sequence,SQ,1,,0040A301
"(0040,A307)",Current Observer (Trial),Current​Observer​Trial,PN,1,RET (2009),0040A307
"(0040,A30A)",Numeric Value,Numeric​Value,DS,1-n,,0040A30A
"(0040,A313)",Referenced Accession Sequence (Trial),Referenced​Accession​Sequence​Trial,SQ,1,RET (2009),0040A313
"(0040,A33A)",Report Status Comment (Trial),Report​Status​Comment​Trial,ST,1,RET (2009),0040A33A
"(0040,A340)",Procedure Context Sequence (Trial),Procedure​Context​Sequence​Trial,SQ,1,RET (2009),0040A340
"(0040,A352)",Verbal Source (Trial),Verbal​Source​Trial,PN,1,RET (2009),0040A352
"(0040,A353)",Address (Trial),Address​Trial,ST,1,RET (2009),0040A353
"(0040,A354)",Telephone Number (Trial),Telephone​Number​Trial,LO,1,RET (2009),0040A354
"(0040,A358)",Verbal Source Identifier Code Sequence (Trial),Verbal​Source​Identifier​Code​Sequence​Trial,SQ,1,RET (2009),0040A358
"(0040,A360)",Predecessor Documents Sequence,Predecessor​Documents​Sequence,SQ,1,,0040A360
"(0040,A370)",Referenced Request Sequence,Referenced​Request​Sequence,SQ,1,,0040A370
"(0040,A372)",Performed Procedure Code Sequence,Performed​Procedure​Code​Sequence,SQ,1,,0040A372
"(0040,A375)",Current Requested Procedure Evidence Sequence,Current​Requested​Procedure​Evidence​Sequence,SQ,1,,0040A375
"(0040,A380)",Report Detail Sequence (Trial),Report​Detail​Sequence​Trial,SQ,1,RET (2009),0040A380
"(0040,A385)",Pertinent Other Evidence Sequence,Pertinent​Other​Evidence​Sequence,SQ,1,,0040A385
"(0040,A390)",HL7 Structured Document Reference Sequence,HL7Structured​Document​Reference​Sequence,SQ,1,,0040A390
"(0040,A402)",Observation Subject UID (Trial),Observation​Subject​UID​Trial,UI,1,RET (2009),0040A402
"(0040,A403)",Observation Subject Class (Trial),Observation​Subject​Class​Trial,CS,1,RET (2009),0040A403
"(0040,A404)",Observation Subject Type Code Sequence (Trial),Observation​Subject​Type​Code​Sequence​Trial,SQ,1,RET (2009),0040A404
"(0040,A491)",Completion Flag,Completion​Flag,CS,1,,0040A491
"(0040,A492)",Completion Flag Description,Completion​Flag​Description,LO,1,,0040A492
"(0040,A493)",Verification Flag,Verification​Flag,CS,1,,0040A493
"(0040,A494)",Archive Requested,Archive​Requested,CS,1,,0040A494
"(0040,A496)",Preliminary Flag,Preliminary​Flag,CS,1,,0040A496
"(0040,A504)",Content Template Sequence,Content​Template​Sequence,SQ,1,,0040A504
"(0040,A525)",Identical Documents Sequence,Identical​Documents​Sequence,SQ,1,,0040A525
"(0040,A600)",Observation Subject Context Flag (Trial),Observation​Subject​Context​Flag​Trial,CS,1,RET (2009),0040A600
"(0040,A601)",Observer Context Flag (Trial),Observer​Context​Flag​Trial,CS,1,RET (2009),0040A601
"(0040,A603)",Procedure Context Flag (Trial),Procedure​Context​Flag​Trial,CS,1,RET (2009),0040A603
"(0040,A730)",Content Sequence,Content​Sequence,SQ,1,,0040A730
"(0040,A731)",Relationship Sequence (Trial),Relationship​Sequence​Trial,SQ,1,RET (2009),0040A731
"(0040,A732)",Relationship Type Code Sequence (Trial),Relationship​Type​Code​Sequence​Trial,SQ,1,RET (2009),0040A732
"(0040,A744)",Language Code Sequence (Trial),Language​Code​Sequence​Trial,SQ,1,RET (2009),0040A744
"(0040,A801)",Tabulated Values Sequence,Tabulated​Values​Sequence,SQ,1,,0040A801
"(0040,A802)",Number of Table Rows,Number​Of​Table​Rows,UL,1,,0040A802
"(0040,A803)",Number of Table Columns,Number​Of​Table​Columns,UL,1,,0040A803
"(0040,A804)",Table Row Number,Table​Row​Number,UL,1,,0040A804
"(0040,A805)",Table Column Number,Table​Column​Number,UL,1,,0040A805
"(0040,A806)",Table Row Definition Sequence,Table​Row​Definition​Sequence,SQ,1,,0040A806
"(0040,A807)",Table Column Definition Sequence,Table​Column​Definition​Sequence,SQ,1,,0040A807
"(0040,A808)",Cell Values Sequence,Cell​Values​Sequence,SQ,1,,0040A808
"(0040,A992)",Uniform Resource Locator (Trial),Uniform​Resource​Locator​Trial,ST,1,RET (2009),0040A992
"(0040,B020)",Waveform Annotation Sequence,Waveform​Annotation​Sequence,SQ,1,,0040B020
"(0040,DB00)",Template Identifier,Template​Identifier,CS,1,,0040DB00
"(0040,DB06)",Template Version,Template​Version,DT,1,RET (2001),0040DB06
"(0040,DB07)",Template Local Version,Template​Local​Version,DT,1,RET (2001),0040DB07
"(0040,DB0B)",Template Extension Flag,Template​Extension​Flag,CS,1,RET (2001),0040DB0B
"(0040,DB0C)",Template Extension Organization UID,Template​Extension​Organization​UID,UI,1,RET (2001),0040DB0C
"(0040,DB0D)",Template Extension Creator UID,Template​Extension​Creator​UID,UI,1,RET (2001),0040DB0D
"(0040,DB73)",Referenced Content Item Identifier,Referenced​Content​Item​Identifier,UL,1-n,,0040DB73
"(0040,E001)",HL7 Instance Identifier,HL7Instance​Identifier,ST,1,,0040E001
"(0040,E004)",HL7 Document Effective Time,HL7Document​Effective​Time,DT,1,,0040E004
"(0040,E006)",HL7 Document Type Code Sequence,HL7Document​Type​Code​Sequence,SQ,1,,0040E006
"(0040,E008)",Document Class Code Sequence,Document​Class​Code​Sequence,SQ,1,,0040E008
"(0040,E010)",Retrieve URI,Retrieve​URI,UR,1,,0040E010
"(0040,E011)",Retrieve Location UID,Retrieve​Location​UID,UI,1,,0040E011
"(0040,E020)",Type of Instances,Type​Of​Instances,CS,1,,0040E020
"(0040,E021)",DICOM Retrieval Sequence,DICOM​Retrieval​Sequence,SQ,1,,0040E021
"(0040,E022)",DICOM Media Retrieval Sequence,DICOM​Media​Retrieval​Sequence,SQ,1,,0040E022
"(0040,E023)",WADO Retrieval Sequence,WADO​Retrieval​Sequence,SQ,1,,0040E023
"(0040,E024)",XDS Retrieval Sequence,XDS​Retrieval​Sequence,SQ,1,,0040E024
"(0040,E025)",WADO-RS Retrieval Sequence,WADORS​Retrieval​Sequence,SQ,1,,0040E025
"(0040,E030)",Repository Unique ID,Repository​Unique​ID,UI,1,,0040E030
"(0040,E031)",Home Community ID,Home​Community​ID,UI,1,,0040E031
"(0042,0010)",Document Title,Document​Title,ST,1,,00420010
"(0042,0011)",Encapsulated Document,Encapsulated​Document,OB,1,,00420011
"(0042,0012)",MIME Type of Encapsulated Document,MIME​Type​Of​Encapsulated​Document,LO,1,,00420012
"(0042,0013)",Source Instance Sequence,Source​Instance​Sequence,SQ,1,,00420013
"(0042,0014)",List of MIME Types,List​Of​MIME​Types,LO,1-n,,00420014
"(0042,0015)",Encapsulated Document Length,Encapsulated​Document​Length,UL,1,,00420015
"(0044,0001)",Product Package Identifier,Product​Package​Identifier,ST,1,,00440001
"(0044,0002)",Substance Administration Approval,Substance​Administration​Approval,CS,1,,00440002
"(0044,0003)",Approval Status Further Description,Approval​Status​Further​Description,LT,1,,00440003
"(0044,0004)",Approval Status DateTime,Approval​Status​Date​Time,DT,1,,00440004
"(0044,0007)",Product Type Code Sequence,Product​Type​Code​Sequence,SQ,1,,00440007
"(0044,0008)",Product Name,Product​Name,LO,1-n,,00440008
"(0044,0009)",Product Description,Product​Description,LT,1,,00440009
"(0044,000A)",Product Lot Identifier,Product​Lot​Identifier,LO,1,,0044000A
"(0044,000B)",Product Expiration DateTime,Product​Expiration​Date​Time,DT,1,,0044000B
"(0044,0010)",Substance Administration DateTime,Substance​Administration​Date​Time,DT,1,,00440010
"(0044,0011)",Substance Administration Notes,Substance​Administration​Notes,LO,1,,00440011
"(0044,0012)",Substance Administration Device ID,Substance​Administration​Device​ID,LO,1,,00440012
"(0044,0013)",Product Parameter Sequence,Product​Parameter​Sequence,SQ,1,,00440013
"(0044,0019)",Substance Administration Parameter Sequence,Substance​Administration​Parameter​Sequence,SQ,1,,00440019
"(0044,0100)",Approval Sequence,Approval​Sequence,SQ,1,,00440100
"(0044,0101)",Assertion Code Sequence,Assertion​Code​Sequence,SQ,1,,00440101
"(0044,0102)",Assertion UID,Assertion​UID,UI,1,,00440102
"(0044,0103)",Asserter Identification Sequence,Asserter​Identification​Sequence,SQ,1,,00440103
"(0044,0104)",Assertion DateTime,Assertion​DateTime,DT,1,,00440104
"(0044,0105)",Assertion Expiration DateTime,Assertion​Expiration​DateTime,DT,1,,00440105
"(0044,0106)",Assertion Comments,Assertion​Comments,UT,1,,00440106
"(0044,0107)",Related Assertion Sequence,Related​Assertion​Sequence,SQ,1,,00440107
"(0044,0108)",Referenced Assertion UID,Referenced​Assertion​UID,UI,1,,00440108
"(0044,0109)",Approval Subject Sequence,Approval​Subject​Sequence,SQ,1,,00440109
"(0044,010A)",Organizational Role Code Sequence,Organizational​Role​Code​Sequence,SQ,1,,0044010A
"(0046,0012)",Lens Description,Lens​Description,LO,1,,00460012
"(0046,0014)",Right Lens Sequence,Right​Lens​Sequence,SQ,1,,00460014
"(0046,0015)",Left Lens Sequence,Left​Lens​Sequence,SQ,1,,00460015
"(0046,0016)",Unspecified Laterality Lens Sequence,Unspecified​Laterality​Lens​Sequence,SQ,1,,00460016
"(0046,0018)",Cylinder Sequence,Cylinder​Sequence,SQ,1,,00460018
"(0046,0028)",Prism Sequence,Prism​Sequence,SQ,1,,00460028
"(0046,0030)",Horizontal Prism Power,Horizontal​Prism​Power,FD,1,,00460030
"(0046,0032)",Horizontal Prism Base,Horizontal​Prism​Base,CS,1,,00460032
"(0046,0034)",Vertical Prism Power,Vertical​Prism​Power,FD,1,,00460034
"(0046,0036)",Vertical Prism Base,Vertical​Prism​Base,CS,1,,00460036
"(0046,0038)",Lens Segment Type,Lens​Segment​Type,CS,1,,00460038
"(0046,0040)",Optical Transmittance,Optical​Transmittance,FD,1,,00460040
"(0046,0042)",Channel Width,Channel​Width,FD,1,,00460042
"(0046,0044)",Pupil Size,Pupil​Size,FD,1,,00460044
"(0046,0046)",Corneal Size,Corneal​Size,FD,1,,00460046
"(0046,0047)",Corneal Size Sequence,Corneal​Size​Sequence,SQ,1,,00460047
"(0046,0050)",Autorefraction Right Eye Sequence,Autorefraction​Right​Eye​Sequence,SQ,1,,00460050
"(0046,0052)",Autorefraction Left Eye Sequence,Autorefraction​Left​Eye​Sequence,SQ,1,,00460052
"(0046,0060)",Distance Pupillary Distance,Distance​Pupillary​Distance,FD,1,,00460060
"(0046,0062)",Near Pupillary Distance,Near​Pupillary​Distance,FD,1,,00460062
"(0046,0063)",Intermediate Pupillary Distance,Intermediate​Pupillary​Distance,FD,1,,00460063
"(0046,0064)",Other Pupillary Distance,Other​Pupillary​Distance,FD,1,,00460064
"(0046,0070)",Keratometry Right Eye Sequence,Keratometry​Right​Eye​Sequence,SQ,1,,00460070
"(0046,0071)",Keratometry Left Eye Sequence,Keratometry​Left​Eye​Sequence,SQ,1,,00460071
"(0046,0074)",Steep Keratometric Axis Sequence,Steep​Keratometric​Axis​Sequence,SQ,1,,00460074
"(0046,0075)",Radius of Curvature,Radius​Of​Curvature,FD,1,,00460075
"(0046,0076)",Keratometric Power,Keratometric​Power,FD,1,,00460076
"(0046,0077)",Keratometric Axis,Keratometric​Axis,FD,1,,00460077
"(0046,0080)",Flat Keratometric Axis Sequence,Flat​Keratometric​Axis​Sequence,SQ,1,,00460080
"(0046,0092)",Background Color,Background​Color,CS,1,,00460092
"(0046,0094)",Optotype,Optotype,CS,1,,00460094
"(0046,0095)",Optotype Presentation,Optotype​Presentation,CS,1,,00460095
"(0046,0097)",Subjective Refraction Right Eye Sequence,Subjective​Refraction​Right​Eye​Sequence,SQ,1,,00460097
"(0046,0098)",Subjective Refraction Left Eye Sequence,Subjective​Refraction​Left​Eye​Sequence,SQ,1,,00460098
"(0046,0100)",Add Near Sequence,Add​Near​Sequence,SQ,1,,00460100
